Raman.Shift,Mud Tank,Run Product (0 Hr),Avg. Starting Material,Run Product (8 Hr),Run Product (1 Hr)
624.2285,-0.4769043,2.84207422,1.3248058016666666,8.0798465,1.861922167
625.1927,-1.25582,3.25765784,1.418312265,8.3043695,2.097260578
626.157,-0.9980762,2.9756476,1.49560675,9.426303,1.666868322
627.1212,-0.3023926,2.520957599,1.506015045,10.69927,1.0717166
628.0854,1.174463,2.23916332,1.4404184850000001,11.799355,0.658516147
629.0497,2.355918,2.03892652,1.25148777,12.58922,0.302795367
630.0139,2.262568,1.92863374,0.9258973333333333,12.95348,-0.109778767
630.9781,0.9981738,1.8775697,0.6344065333333332,12.871285,-0.555412211
631.9424,-0.647793,1.815254,0.5012425533333333,12.38139,-0.891866807
632.9066,-1.654053,1.6340574,0.5353615150000001,11.541615,-0.896423219
633.8708,-1.727978,1.33313364,0.5617460416666668,10.3112415,-0.565418867
634.8351,-0.4462402,0.98344852,0.496083518,8.494495,-0.446244731
635.7993,2.330166,0.48105224,0.4226661566666667,5.720752,-0.612446667
636.7635,5.490684,0.19478754,0.342555328,3.117961,-0.788154396
637.7278,8.006894,0.640174216,0.27694702666666665,2.108554,-0.662255967
638.692,9.989161,2.13863082,0.26143150266666665,3.291287,-0.154202444
639.6563,11.17696,3.31878418,0.333862091,4.27103,0.414762078
640.6205,12.17043,4.2484506,0.41385578,5.085977,1.274744412
641.5847,12.27139,4.8108628,0.35718570166666663,5.7575595,1.938092722
642.549,10.39211,4.8832684,0.2502549533333333,6.3185805,2.138646112
643.5132,6.692939,4.4791258,0.26899123433333333,6.692926,1.8746334
644.4774,3.384971,3.7989242,0.5105860043333333,6.6291505,1.408143122
645.4417,2.411338,2.67203031,0.8675927893333334,5.6110885,0.690404911
646.4059,2.093486,1.58447862,0.7653432916666668,4.3997065,0.021964382
647.3701,1.710039,0.89923748,0.2078540386666667,3.3896175,-0.351212706
648.3344,1.158984,0.53927008,-0.149675712,2.6134995,-0.502827711
649.2986,0.4983398,0.19711032,-0.06510756666666666,1.943813,-0.686204178
650.2628,-0.242959,-0.492360698,0.3337248166666667,1.208412,-1.201554433
651.2271,-1.030215,-1.39200832,0.6369202566666666,0.527264426,-1.924580271
652.1913,-1.758945,-1.5772438,0.9308673013333334,0.58329765,-1.971479818
653.1555,-2.49915,-1.0538176,1.0497807650000002,1.3933565,-1.317384733
654.1198,-2.916358,-0.46698604,0.7644904650000001,2.1657685,-0.720655642
655.084,-2.631221,-0.31498266,0.3776074483333333,2.310199,-0.858783789
656.0482,-1.539648,-0.64003728,0.22209375666666667,1.774731,-1.855731711
657.0125,-0.9155273,-0.86697526,0.441202226,0.92968445,-2.3916018
657.9767,-0.644707,-1.12069984,0.7515119266666668,-0.947656075,-2.307343333
658.9409,-0.7453613,-1.12802448,1.1346983583333332,-2.20134585,-1.990731922
659.9052,-1.722461,-0.5921414,1.4277854833333332,-2.0196795,-1.333887446
660.8694,-3.13166,0.25845786,1.3966532416666668,-0.78707565,-0.511172433
661.8336,-3.643379,0.74849946,0.9832723716666667,0.2993654,0.003913656
662.7979,-1.840752,0.22600482,0.34454081466666664,0.62717603,-0.26365304
663.7621,-0.2611328,-0.263773222,-0.20855668666666663,0.5528673,-0.556795044
