Raman.Shift,Zircon_005,Zircon_006,Zircon_007
712.938,1.852422992,13.6674614,-2.021770849
713.9022,1.8508837299999998,13.879081600000001,-2.974332689
714.8665,1.2199206900000001,12.873108700000001,-2.6130129909999997
715.8307,0.59098882,10.318826699999999,-1.426651522
716.7949,0.584071805,7.1740675000000005,-0.44362919300000003
717.7592,0.879330365,6.1537,-0.460269249
718.7234,1.163352315,8.580741900000001,-1.5124052650000002
719.6876,1.2531002299999998,10.176104800000001,-1.515631686
720.6519,0.7411382900000001,10.359912000000001,0.002728838000000011
721.6161,-0.16960818499999997,9.364581450000001,1.4701466
722.5803,-0.8834367500000001,7.52815835,1.461624402
723.5446,-0.682660735,5.4234279999999995,-0.044597215999999995
724.5088,-0.322922025,5.1872845000000005,-1.177615651
725.473,-0.15965815900000002,6.564973500000001,-1.600215711
726.4373,0.165242742,7.16997525,-1.5984381429999999
727.4015,0.64949035,6.77548185,-1.135931291
728.3657,1.04835979,6.16780395,-0.548820996
729.33,1.259933765,5.896541099999999,-0.46824197799999995
730.2942,1.300095825,4.713464800000001,-1.127906122
731.2584,1.24092835,1.964557,-1.540338568
732.2227,0.73384983,-0.055145200000000116,-1.4326134
733.1869,-0.28133762000000007,-0.017002749999999844,-1.516065576
734.1511,-1.3170437050000001,1.8557449,-1.982769638
735.1154,-1.613337523,3.6076017,-1.9440214089999999
736.0796,-0.8099566850000001,3.6692945999999997,0.012216606999999824
737.0438,-0.22315320500000002,3.0105515,1.127423094
738.0081,-0.03570811500000004,2.366632,-1.130268987
738.9723,-0.3450658769999999,2.029111,-3.7312526559999997
739.9365,-1.2558182,1.6166065,-4.498994051
740.9008,-2.258516043,1.05242575,-3.01689318
741.865,-2.5143184,0.88659045,-1.1364431049999997
742.8292,-1.391230075,1.6155013,-0.6370875309999999
743.7935,0.31135971500000004,2.01994655,-0.5211387489999999
744.7577,0.6844430079999999,1.812407125,-1.068832262
745.7219,-0.7554135750000001,1.6266848,-2.150883842
746.6862,-3.013801575,1.7744357,-2.983576469
747.6504,-3.407229075,1.85821105,-2.386129965
748.6146,-0.979427469,1.44695733,-0.538765022
749.5789,0.528650225,1.21471255,-0.08303295799999999
750.5431,0.5317493849999999,1.14106913,-0.575873873
751.5073,-0.05690347299999998,0.865567005,-0.776539513
752.4716,-0.5005090200000001,0.16329959999999993,-0.513829786
753.4358,-0.549262336,-0.62765815,-0.34120972299999985
754.4,-0.52879827,-0.47760604500000003,-0.6704841279999999
755.3643,-0.667183027,1.79337,-1.0025656500000002
756.3285,-0.4796514649999999,3.709087,-1.232863403
757.2927,-0.034331,4.424364000000001,-2.212003789
758.257,0.029546645000000038,4.5544143,-3.201085322
759.2212,-0.30470884499999995,4.5363799,-3.162785307
760.1854,-0.34886146,4.4786147,-1.72279903
761.1497,0.3696005,4.2541862,-0.24558360600000007
762.1139,0.845437375,4.49031525,-0.889006656
763.0781,1.598535754,4.3251895000000005,-1.438191602
